step,perf/throughput,critic/vf_loss,actor/pg_loss,perf/max_memory_allocated_gb,critic/rewards/mean,critic/rewards/max,critic/rewards/min,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/values,timing_s/adv,timing_s/update_critic,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/save_checkpoint
15,1857.594961,0.014685,-0.000954,32.303305,0.015625,1.000000,0.000000,0.000052,2.253781,2.368518,2.207837,0.250000,4.362077,0.034070,0.233938,0.768018,0.058145,1.194000,0.738769,7.407831,0.000077,,
16,1824.738767,0.016818,-0.006140,32.303305,0.007812,1.000000,0.000000,0.000055,2.239943,2.387856,2.157770,0.250000,4.412518,0.034349,0.226200,0.761450,0.058477,1.190493,0.727716,7.430790,0.000075,,
17,1850.179828,0.010339,-0.006035,32.303305,0.046875,1.000000,0.000000,0.000064,2.260027,2.369379,2.196311,0.250000,4.428138,0.033687,0.239374,0.758723,0.058041,1.197516,0.739190,7.473463,0.000059,,
18,1809.411160,0.008755,-0.004436,32.303305,0.031250,1.000000,0.000000,0.000060,2.215799,2.241943,2.181841,0.250000,4.302565,0.032974,0.217806,0.756672,0.058370,1.190828,0.720776,7.299060,0.000053,,
19,1803.254800,0.008149,0.000488,32.303305,0.031250,1.000000,0.000000,0.000064,2.210996,2.373344,2.108398,0.250000,4.325293,0.033189,0.217966,0.753889,0.057577,1.194324,0.719630,7.320790,0.000054,,
20,1740.416680,0.005758,0.000082,32.303305,0.062500,1.000000,0.000000,0.000057,2.227495,2.349313,2.150315,0.250000,4.526043,0.033060,0.217088,0.754928,0.057075,1.201782,0.725055,7.534403,0.000057,13.813512,
21,2020.320371,0.004367,0.005506,32.303305,0.023438,1.000000,0.000000,0.000051,2.258940,2.348171,2.206109,0.250000,3.790239,0.034017,0.231725,0.758008,0.061120,1.189891,0.731130,6.815256,0.000060,,
22,1833.563858,0.005757,-0.002121,32.303305,0.046875,1.000000,0.000000,0.000057,2.185549,2.263404,2.135437,0.250000,4.297210,0.034976,0.222319,0.630163,0.058265,1.175599,0.704454,7.143465,0.000051,,
23,1781.735391,0.003449,0.001750,32.303305,0.039062,1.000000,0.000000,0.000051,2.230463,2.303805,2.171692,0.250000,4.454968,0.038283,0.225853,0.757301,0.065265,1.190045,0.714818,7.465615,0.000052,,
24,1873.845277,0.004742,-0.014460,32.303305,0.046875,1.000000,0.000000,0.000059,2.226520,2.240284,2.206234,0.250000,4.361898,0.040264,0.227773,0.758150,0.062428,1.233926,0.731082,7.446319,0.000051,,
25,1792.481558,0.005013,0.008354,32.303305,0.070312,1.000000,0.000000,0.000071,2.232958,2.329465,2.141278,0.250000,4.396621,0.033884,0.244670,0.758270,0.058524,1.189544,0.725607,7.426157,0.000054,,
26,1862.258473,0.003615,-0.007847,32.303305,0.062500,1.000000,0.000000,0.000078,2.195363,2.224946,2.160459,0.250000,4.342992,0.036554,0.226755,0.624126,0.085647,1.196945,0.733373,7.265372,0.000061,,
27,1654.064319,0.003409,-0.009570,32.303305,0.070312,1.000000,0.000000,0.000068,2.177557,2.277507,2.128020,0.250000,4.495019,0.032576,0.216525,0.757159,0.058396,1.202907,0.720126,7.501824,0.000060,,
28,1694.125389,0.004662,-0.002893,32.303305,0.078125,1.000000,0.000000,0.000067,2.172839,2.205082,2.154487,0.250000,4.332398,0.037782,0.213464,0.752753,0.086224,1.195672,0.728991,7.378291,0.000052,,
29,1788.579198,0.005657,-0.004139,32.303305,0.078125,1.000000,0.000000,0.000052,2.217941,2.351170,2.148245,0.250000,4.331602,0.038647,0.223008,0.756175,0.066902,1.187593,0.726826,7.361709,0.000052,,
30,1854.234857,0.002274,0.002868,32.303305,0.054688,1.000000,0.000000,0.000059,2.255277,2.358469,2.169534,0.250000,4.312724,0.036714,0.240687,0.753382,0.061321,1.189672,0.736986,7.350876,0.000052,,
31,1772.604151,0.004851,-0.013612,32.303305,0.117188,1.000000,0.000000,0.000057,2.221228,2.374381,2.127200,0.250000,4.369186,0.036374,0.223110,0.756216,0.087750,1.185825,0.707208,7.384615,0.000053,,
32,1796.236433,0.004222,-0.021504,32.303305,0.101562,1.000000,0.000000,0.000057,2.200067,2.296707,2.104461,0.250000,4.270068,0.040383,0.223739,0.644137,0.085494,1.217405,0.699104,7.210910,0.000056,,
33,1853.883556,0.004174,-0.005846,32.303305,0.101562,1.000000,0.000000,0.000066,2.214778,2.253506,2.167734,0.250000,4.357894,0.039485,0.228985,0.759100,0.086015,1.191009,0.746873,7.439923,0.000056,,
34,1753.306377,0.004219,0.002216,32.303305,0.117188,1.000000,0.000000,0.000064,2.170789,2.199925,2.105798,0.250000,4.320498,0.038465,0.220658,0.707893,0.058604,1.186994,0.705180,7.269266,0.000053,,
35,1666.845331,0.003293,-0.013258,32.303305,0.093750,1.000000,0.000000,0.000069,2.129921,2.153114,2.093134,0.250000,4.327814,0.037470,0.206745,0.767543,0.058576,1.193986,0.679501,7.302717,0.000053,,
36,1770.253501,0.004712,-0.019806,32.303305,0.132812,1.000000,0.000000,0.000067,2.222220,2.294199,2.114383,0.250000,4.466946,0.034092,0.224464,0.762846,0.058895,1.193654,0.721827,7.481838,0.000054,,
37,1791.319045,0.004195,-0.013374,32.303305,0.125000,1.000000,0.000000,0.000056,2.247908,2.405475,2.143269,0.250000,4.472028,0.039306,0.238980,0.761340,0.057986,1.188520,0.736355,7.526577,0.000053,,
38,1722.735012,0.003509,-0.000755,32.303305,0.117188,1.000000,0.000000,0.000077,2.161251,2.245970,2.106124,0.250000,4.331985,0.033205,0.211007,0.755303,0.058021,1.212432,0.699411,7.320337,0.000065,,
39,1820.547293,0.004188,-0.001044,32.303305,0.125000,1.000000,0.000000,0.000053,2.230973,2.321484,2.188661,0.250000,4.370201,0.033551,0.226377,0.669044,0.058298,1.198372,0.710546,7.285447,0.000059,,
40,1783.819082,0.005470,-0.010997,32.303305,0.148438,1.000000,0.000000,0.000055,2.229405,2.291160,2.175229,0.250000,4.367213,0.033750,0.222775,0.758071,0.058570,1.242503,0.734685,7.436432,0.000059,13.237352,
41,1858.633133,0.005273,-0.026633,32.303305,0.195312,1.000000,0.000000,0.000054,2.237510,2.310860,2.193391,0.250000,3.961918,0.034017,0.227165,0.757953,0.089885,1.196540,0.732824,7.020213,0.000054,,
42,1825.248597,0.003964,-0.004195,32.303305,0.148438,1.000000,0.000000,0.000069,2.212717,2.240044,2.143257,0.250000,4.424398,0.039402,0.233595,0.667482,0.087365,1.193813,0.735776,7.417757,0.000061,,
43,1790.616827,0.004647,-0.007579,32.303305,0.164062,1.000000,0.000000,0.000067,2.230109,2.313842,2.156769,0.250000,4.450599,0.033799,0.223098,0.756985,0.058882,1.178709,0.710850,7.432215,0.000057,,
44,1809.525478,0.005281,-0.001655,32.303305,0.164062,1.000000,0.000000,0.000066,2.158108,2.262144,2.003888,0.250000,4.267960,0.038802,0.229550,0.764671,0.085543,1.178523,0.758194,7.354138,0.000052,,
45,1817.014387,0.005563,-0.020355,32.303305,0.234375,1.000000,0.000000,0.000039,2.188255,2.231585,2.152066,0.250000,4.242893,0.038907,0.225650,0.765665,0.087052,1.188394,0.725723,7.307317,0.000053,,
46,1836.731095,0.004186,-0.013338,32.303305,0.164062,1.000000,0.000000,0.000043,2.271289,2.402230,2.213926,0.250000,4.512226,0.034463,0.232508,0.758163,0.058795,1.195332,0.735902,7.546423,0.000053,,
47,1831.644656,0.003936,-0.008492,32.317829,0.156250,1.000000,0.000000,0.000049,2.242924,2.271392,2.199167,0.250000,4.446704,0.034356,0.228462,0.756168,0.058591,1.193227,0.747227,7.483575,0.000076,,
48,1812.535874,0.005495,-0.013217,32.317829,0.210938,1.000000,0.000000,0.000047,2.230897,2.329628,2.145942,0.250000,4.407687,0.033905,0.228976,0.757216,0.057926,1.209932,0.722930,7.437508,0.000051,,
49,1883.857028,0.005531,-0.017812,32.317829,0.218750,1.000000,0.000000,0.000065,2.278056,2.435892,2.170763,0.250000,4.398571,0.034306,0.241357,0.755805,0.058476,1.189382,0.734278,7.431296,0.000061,,
50,1854.752889,0.005441,-0.015432,32.317829,0.234375,1.000000,0.000000,0.000065,2.260510,2.379086,2.188038,0.250000,4.360990,0.039459,0.230083,0.775295,0.086120,1.200020,0.741443,7.464741,0.000075,,
51,1851.021018,0.005018,0.004170,32.317829,0.218750,1.000000,0.000000,0.000082,2.244647,2.341790,2.187343,0.250000,4.359726,0.034811,0.234146,0.760895,0.058436,1.193472,0.706870,7.368636,0.000053,,
52,1831.214835,0.006204,-0.013262,32.317829,0.218750,1.000000,0.000000,0.000063,2.236583,2.261301,2.216382,0.250000,4.403615,0.038966,0.228746,0.637447,0.058647,1.201289,0.734811,7.333929,0.000059,,
53,1821.059812,0.005931,-0.021002,32.317829,0.218750,1.000000,0.000000,0.000044,2.219980,2.239600,2.193648,0.250000,4.466956,0.034607,0.243812,0.768193,0.058782,1.212974,0.734109,7.538330,0.000061,,
54,1775.077187,0.004877,-0.013443,32.317829,0.210938,1.000000,0.000000,0.000039,2.241914,2.294227,2.208497,0.250000,4.449469,0.038948,0.222247,0.763143,0.086146,1.205271,0.742261,7.539813,0.000053,,
55,1752.171678,0.005214,-0.008070,32.317829,0.226562,1.000000,0.000000,0.000040,2.237496,2.351367,2.160432,0.250000,4.474625,0.038370,0.230135,0.760458,0.085628,1.245257,0.745963,7.611269,0.000052,,
56,1910.502621,0.006401,-0.020996,32.317829,0.281250,1.000000,0.000000,0.000040,2.257544,2.286064,2.236517,0.250000,4.347211,0.034243,0.233814,0.764511,0.058513,1.196859,0.729376,7.383267,0.000054,,
57,1747.490387,0.006841,-0.008663,32.317829,0.250000,1.000000,0.000000,0.000062,2.179195,2.210327,2.131246,0.250000,4.429421,0.033391,0.214391,0.756522,0.058539,1.224031,0.683639,7.418639,0.000054,,
58,1764.932923,0.006182,-0.018313,32.317829,0.312500,1.000000,0.000000,0.000060,2.194333,2.269644,2.135435,0.250000,4.314115,0.033617,0.223937,0.767306,0.058413,1.195692,0.707003,7.318692,0.000058,,
59,1828.081747,0.004974,-0.020083,32.317829,0.234375,1.000000,0.000000,0.000309,2.252014,2.311237,2.180943,0.250000,4.514926,0.036403,0.250376,0.768332,0.067753,1.193123,0.739116,7.591701,0.000067,,
60,1817.089824,0.005750,-0.021755,32.317829,0.257812,1.000000,0.000000,0.000061,2.229758,2.331968,2.175074,0.250000,4.352594,0.035364,0.227078,0.778844,0.063915,1.202560,0.736402,7.417492,0.000063,13.598760,
61,1900.540190,0.006128,-0.019273,32.317829,0.335938,1.000000,0.000000,0.000056,2.206475,2.338998,2.114578,0.250000,3.733682,0.033885,0.225570,0.762517,0.064051,1.188707,0.729146,6.757421,0.000055,,
62,1830.523471,0.009627,-0.025748,32.405018,0.312500,1.000000,0.000000,0.000052,2.253446,2.415564,2.134781,0.250000,4.553035,0.034781,0.241192,0.756302,0.060278,1.186487,0.741519,7.593593,0.000053,,
63,1824.155941,0.011525,-0.012150,32.405018,0.351562,1.000000,0.000000,0.000051,2.229419,2.385160,2.059175,0.250000,4.462721,0.042167,0.225206,0.760591,0.061227,1.191359,0.716702,7.479075,0.000059,,
64,1679.040788,0.008193,-0.017129,32.405018,0.359375,1.000000,0.000000,0.000055,2.215783,2.264061,2.179737,0.250000,4.715519,0.033724,0.219256,0.770370,0.058627,1.193900,0.704505,7.715715,0.000054,,
65,1788.527546,0.006278,-0.006511,32.405018,0.304688,1.000000,0.000000,0.000064,2.170711,2.293224,1.971258,0.250000,4.283175,0.033771,0.223838,0.771431,0.059749,1.204426,0.709287,7.305031,0.000061,,
66,1754.629182,0.007927,-0.012573,32.405018,0.375000,1.000000,0.000000,0.000064,2.226592,2.313171,2.129164,0.250000,4.604102,0.034100,0.226251,0.753736,0.058611,1.189269,0.723162,7.609443,0.000072,,
67,1772.501521,0.006822,-0.010368,32.405018,0.414062,1.000000,0.000000,0.000073,2.204930,2.328085,2.148667,0.250000,4.373302,0.038803,0.220246,0.756896,0.086448,1.192640,0.704824,7.404084,0.000056,,
68,1771.495941,0.008973,-0.022224,32.405018,0.390625,1.000000,0.000000,0.000057,2.209179,2.345089,2.143171,0.250000,4.304434,0.038515,0.222077,0.699536,0.086275,1.188162,0.711554,7.281558,0.000053,,
69,1702.955214,0.009473,-0.015496,32.405018,0.460938,1.000000,0.000000,0.000054,2.147291,2.222570,2.089875,0.250000,4.253772,0.037928,0.225401,0.754967,0.059049,1.220842,0.709682,7.292764,0.000060,,
70,1758.276856,0.007340,-0.023973,32.405018,0.414062,1.000000,0.000000,0.000050,2.221427,2.326175,2.184464,0.250000,4.468842,0.033365,0.221303,0.756738,0.058895,1.185683,0.734706,7.478913,0.000060,,
71,1685.742852,0.007634,-0.011382,32.405018,0.460938,1.000000,0.000000,0.000051,2.201968,2.266667,2.154874,0.250000,4.473444,0.033650,0.215583,0.755065,0.058541,1.195584,0.762904,7.514046,0.000058,,
72,1784.474422,0.007229,-0.020741,32.405018,0.359375,1.000000,0.000000,0.000052,2.214927,2.308533,2.174688,0.250000,4.252305,0.034013,0.222414,0.756149,0.059175,1.213788,0.724065,7.281135,0.000052,,
73,1794.716043,0.006400,-0.025245,32.405018,0.398438,1.000000,0.000000,0.000096,2.217638,2.269940,2.160329,0.250000,4.325571,0.038514,0.224666,0.755267,0.086977,1.187963,0.741052,7.391141,0.000053,,
74,1803.836032,0.008413,-0.005640,32.405018,0.421875,1.000000,0.000000,0.000051,2.150019,2.270796,1.991071,0.250000,4.299734,0.033548,0.219281,0.702252,0.059181,1.188286,0.701054,7.222525,0.000057,,
75,1625.205119,0.010971,-0.018243,32.405018,0.398438,1.000000,0.000000,0.000068,2.177332,2.275424,2.131550,0.250000,4.681035,0.032958,0.220668,0.755637,0.058976,1.184676,0.681891,7.634729,0.000060,,
76,1812.657749,0.007954,-0.019772,32.405018,0.445312,1.000000,0.000000,0.000051,2.083208,2.236738,1.816372,0.250000,4.164671,0.033015,0.220224,0.758842,0.057788,1.193763,0.710564,7.158411,0.000060,,
77,1687.202388,0.006425,-0.017256,32.405018,0.382812,1.000000,0.000000,0.000059,2.193155,2.323235,2.063828,0.250000,4.579741,0.033171,0.234815,0.772161,0.058862,1.198811,0.707915,7.604749,0.000052,,
78,1701.732053,0.007963,-0.013934,32.405018,0.445312,1.000000,0.000000,0.000058,2.085336,2.165084,1.888728,0.250000,4.178561,0.032259,0.210716,0.769205,0.058552,1.191543,0.670602,7.130529,0.000072,,
79,1649.509435,0.007122,-0.016730,32.405018,0.476562,1.000000,0.000000,0.000052,2.048988,2.079812,2.014816,0.250000,4.132137,0.031895,0.206215,0.762001,0.058553,1.191606,0.640919,7.042852,0.000059,,
80,1720.224961,0.009526,0.000711,32.405018,0.406250,1.000000,0.000000,0.000058,2.104585,2.190247,1.939156,0.250000,4.392245,0.032879,0.222420,0.759726,0.058999,1.215077,0.674135,7.374908,0.000060,12.975040,
81,1891.827377,0.011037,-0.018005,32.405018,0.406250,1.000000,0.000000,0.000056,2.137428,2.173242,2.051862,0.250000,3.650203,0.038159,0.221325,0.763977,0.091494,1.186166,0.723103,6.706214,0.000061,,
82,1734.149668,0.008454,-0.017299,32.405018,0.375000,1.000000,0.000000,0.000058,2.163887,2.210001,2.139475,0.250000,4.385802,0.035834,0.218716,0.759197,0.058799,1.191820,0.695071,7.364560,0.000051,,
83,1819.855080,0.006879,-0.019268,32.405018,0.460938,1.000000,0.000000,0.000074,2.156050,2.211798,2.102655,0.250000,4.210003,0.032864,0.215552,0.635139,0.059436,1.179208,0.699388,7.050836,0.000054,,
84,1627.838771,0.008988,-0.015325,32.405018,0.539062,1.000000,0.000000,0.000055,2.127264,2.292804,1.882856,0.250000,4.663775,0.032493,0.214145,0.765813,0.058652,1.195914,0.681003,7.630977,0.000052,,
85,1694.356710,0.006866,-0.013822,32.405018,0.492188,1.000000,0.000000,0.000091,2.150832,2.242619,2.071333,0.250000,4.268845,0.041096,0.221132,0.762012,0.091516,1.183599,0.679643,7.280787,0.000061,,
86,1763.435625,0.009252,-0.017380,32.405018,0.421875,1.000000,0.000000,0.000055,2.130456,2.259025,1.893461,0.250000,4.268127,0.033978,0.212165,0.756748,0.061966,1.190236,0.692511,7.234883,0.000056,,
87,1751.758568,0.010184,-0.009039,32.405018,0.421875,1.000000,0.000000,0.000054,2.182173,2.290253,2.143734,0.250000,4.267525,0.037664,0.221201,0.757805,0.058639,1.190206,0.702745,7.268410,0.000062,,
88,1699.962654,0.007638,-0.006477,32.405018,0.546875,1.000000,0.000000,0.000061,2.066505,2.137351,1.998205,0.250000,4.278959,0.037250,0.213877,0.642717,0.088905,1.198660,0.659981,7.151628,0.000057,,
89,1767.819052,0.007637,-0.004926,32.405018,0.445312,1.000000,0.000000,0.000097,2.150021,2.346010,2.042849,0.250000,4.298641,0.032906,0.229611,0.754422,0.059856,1.190782,0.686221,7.272379,0.000060,,
90,1671.953449,0.010431,-0.008799,32.405018,0.554688,1.000000,0.000000,0.000056,2.111024,2.250485,1.885328,0.250000,4.416253,0.032256,0.210278,0.755032,0.058098,1.204637,0.653893,7.349337,0.000053,,
91,1654.684827,0.006916,-0.018840,32.405018,0.492188,1.000000,0.000000,0.000085,2.147621,2.211005,2.075149,0.250000,4.525425,0.032690,0.219967,0.756099,0.058480,1.182018,0.656185,7.449908,0.000055,,
92,1694.564819,0.007385,-0.012449,32.405018,0.539062,1.000000,0.000000,0.000057,2.061378,2.255852,1.709250,0.250000,4.252151,0.032237,0.206020,0.757727,0.058047,1.183114,0.662726,7.171163,0.000089,,
93,1653.053601,0.008492,0.001463,32.405018,0.578125,1.000000,0.000000,0.000088,2.077536,2.219676,1.909247,0.250000,4.184154,0.031860,0.209840,0.762961,0.086655,1.209819,0.649568,7.154940,0.000062,,
94,1640.914499,0.006391,-0.027449,32.405018,0.515625,1.000000,0.000000,0.000050,2.101818,2.172752,2.023271,0.250000,4.385805,0.031754,0.218145,0.757079,0.059496,1.190993,0.656785,7.319089,0.000053,,
95,1633.093240,0.008032,-0.010137,32.405018,0.515625,1.000000,0.000000,0.000053,1.957470,2.072185,1.887590,0.250000,4.249821,0.031434,0.206611,0.756593,0.058476,1.178684,0.665497,7.166155,0.000052,,
96,1666.872199,0.009762,-0.010351,32.405018,0.601562,1.000000,0.000000,0.000067,2.043928,2.273774,1.784989,0.250000,4.235036,0.031803,0.213006,0.758062,0.068568,1.204261,0.648026,7.177815,0.000052,,
97,1719.315552,0.007141,-0.005920,32.405018,0.468750,1.000000,0.000000,0.000069,2.083880,2.203368,1.956115,0.250000,4.248135,0.032683,0.209685,0.635412,0.059919,1.204212,0.658868,7.068801,0.000062,,
98,1746.715223,0.007522,-0.013365,32.405018,0.492188,1.000000,0.000000,0.000053,1.974203,2.141460,1.681411,0.250000,4.143942,0.031989,0.211068,0.643058,0.058224,1.171003,0.628027,6.906535,0.000057,,
99,1667.568197,0.010616,-0.002975,32.405018,0.429688,1.000000,0.000000,0.000097,2.034015,2.140733,1.893342,0.250000,4.101195,0.036899,0.212886,0.767020,0.087044,1.193755,0.642135,7.071675,0.000061,,
100,1740.977494,0.007193,-0.017683,32.405018,0.531250,1.000000,0.000000,0.000054,2.087454,2.258108,1.891552,0.250000,4.160333,0.032573,0.211874,0.758244,0.086304,1.192124,0.678793,7.139093,0.000061,12.801071,
101,1797.009542,0.008048,-0.003652,32.405018,0.562500,1.000000,0.000000,0.000056,2.131494,2.233315,2.056542,0.250000,3.673376,0.032734,0.213402,0.762318,0.064968,1.197611,0.662966,6.626982,0.000060,,
102,1702.465615,0.008547,-0.014453,32.405018,0.492188,1.000000,0.000000,0.000044,2.049193,2.150462,1.804050,0.250000,4.225602,0.037289,0.209629,0.757296,0.059783,1.185608,0.641596,7.147721,0.000055,,
103,1673.717892,0.006834,-0.012366,32.405018,0.523438,1.000000,0.000000,0.000047,2.093140,2.187244,1.965946,0.250000,4.276972,0.032005,0.208616,0.757970,0.058521,1.182652,0.658525,7.194313,0.000055,,
104,1695.759865,0.007299,-0.011967,32.405018,0.531250,1.000000,0.000000,0.000044,2.050262,2.171186,1.944678,0.250000,4.232149,0.032117,0.214574,0.766516,0.058623,1.197904,0.677744,7.198543,0.000055,,
105,1743.547793,0.008894,-0.008586,32.405018,0.515625,1.000000,0.000000,0.000066,2.121994,2.148623,2.080382,0.250000,4.199180,0.031969,0.212627,0.637565,0.058205,1.197159,0.669187,7.024901,0.000056,,
106,1740.098494,0.006336,-0.014683,32.405018,0.523438,1.000000,0.000000,0.000046,2.160223,2.275736,2.086205,0.250000,4.343917,0.032786,0.219686,0.772662,0.058315,1.189667,0.690680,7.327171,0.000061,,
107,1686.586341,0.006255,-0.008982,32.405018,0.445312,1.000000,0.000000,0.000095,2.155791,2.286763,2.076788,0.250000,4.295101,0.032801,0.211633,0.761554,0.059840,1.187218,0.662394,7.229840,0.000061,,
108,1662.770805,0.008636,-0.001978,32.405018,0.585938,1.000000,0.000000,0.000040,2.155053,2.290274,2.104861,0.250000,4.262623,0.032235,0.208239,0.758941,0.059844,1.191167,0.645783,7.177778,0.000054,,
109,1701.550828,0.006134,-0.009515,32.405018,0.460938,1.000000,0.000000,0.000042,2.195158,2.268529,2.147799,0.250000,4.579547,0.032813,0.220850,0.643170,0.059585,1.211625,0.714422,7.481263,0.000055,,
110,1672.218551,0.008164,-0.010675,32.405018,0.468750,1.000000,0.000000,0.000049,2.000578,2.149555,1.823543,0.250000,4.167844,0.032172,0.211611,0.766793,0.060266,1.206903,0.678238,7.142906,0.000053,,
111,1682.925342,0.009302,-0.014599,32.405018,0.468750,1.000000,0.000000,0.000039,2.103636,2.162325,2.051819,0.250000,4.259985,0.032593,0.210434,0.756159,0.059597,1.221723,0.664442,7.224474,0.000053,,
112,1642.599053,0.006234,-0.010072,32.405018,0.593750,1.000000,0.000000,0.000045,2.126627,2.190166,2.066121,0.250000,4.299542,0.032158,0.207835,0.755600,0.059287,1.193254,0.657519,7.224983,0.000054,,
113,1778.925910,0.006123,-0.015026,32.405018,0.421875,1.000000,0.000000,0.000064,2.194993,2.280953,2.146818,0.250000,4.298154,0.033472,0.215002,0.638385,0.060423,1.199884,0.695284,7.159938,0.000057,,
114,1706.684482,0.006632,-0.002171,32.405018,0.335938,1.000000,0.000000,0.000039,2.172283,2.249716,2.063113,0.250000,4.345379,0.032735,0.215865,0.761665,0.059171,1.206305,0.677069,7.318136,0.000052,,
115,1571.342436,0.006228,-0.018308,32.405018,0.468750,1.000000,0.000000,0.000096,1.961303,2.193485,1.590595,0.250000,4.197592,0.036146,0.199867,0.746543,0.086322,1.184769,0.639670,7.117322,0.000053,,
116,1619.599892,0.006342,-0.016776,32.405018,0.570312,1.000000,0.000000,0.000042,2.043165,2.262979,1.714586,0.250000,4.267154,0.032504,0.229453,0.758920,0.060323,1.180518,0.659666,7.207953,0.000079,12.577713,16.338657
