step,perf/throughput,critic/vf_loss,actor/pg_loss,perf/max_memory_allocated_gb,critic/rewards/mean,critic/rewards/max,critic/rewards/min,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/values,timing_s/adv,timing_s/update_critic,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/save_checkpoint
36,2393.747203,0.008443,-0.014663,35.472589,0.109375,1.000000,0.000000,0.000050,2.514299,2.570935,2.457662,0.500000,4.417955,0.031667,0.314872,1.220801,0.057159,2.176235,1.122268,9.369619,0.000059,,
37,2255.582223,0.005518,0.000569,35.472589,0.171875,1.000000,0.000000,0.000048,2.425343,2.433014,2.417671,0.500000,4.306890,0.030551,0.298215,1.221532,0.057407,2.180538,1.108480,9.231319,0.000055,,
38,2218.913592,0.006470,0.001383,35.472589,0.179688,1.000000,0.000000,0.000054,2.430829,2.502107,2.359551,0.500000,4.348339,0.030336,0.297443,1.238548,0.057584,2.179885,1.098464,9.278189,0.000058,,
39,2260.582521,0.005740,0.007945,35.472589,0.164062,1.000000,0.000000,0.000058,2.449558,2.477823,2.421293,0.500000,4.328632,0.030613,0.296779,1.237330,0.057957,2.176348,1.097216,9.252261,0.000053,,
40,2274.074071,0.006388,-0.019817,35.472589,0.226562,1.000000,0.000000,0.000050,2.467978,2.482608,2.453349,0.500000,4.336599,0.030376,0.297199,1.238697,0.057028,2.176245,1.107421,9.270806,0.000062,20.262894,
41,2360.038738,0.007269,0.000836,35.472589,0.210938,1.000000,0.000000,0.000052,2.475471,2.475960,2.474981,0.500000,3.830031,0.035255,0.301556,1.242984,0.094259,2.187482,1.099037,8.836507,0.000054,,
42,2391.230268,0.007486,-0.010850,35.472589,0.234375,1.000000,0.000000,0.000074,2.536945,2.558998,2.514892,0.500000,4.415540,0.036156,0.311515,1.236683,0.086815,2.181305,1.105871,9.417955,0.000060,,
43,2492.143422,0.005769,-0.006441,35.472589,0.203125,1.000000,0.000000,0.000087,2.593702,2.596636,2.590768,0.500000,4.462480,0.037025,0.333948,1.241246,0.087662,2.185255,1.116405,9.507478,0.000059,,
44,2481.641628,0.006063,-0.007741,35.472589,0.250000,1.000000,0.000000,0.000037,2.580370,2.591053,2.569686,0.500000,4.480051,0.036649,0.322549,1.229295,0.084480,2.185004,1.108131,9.491298,0.000077,,
45,2512.594614,0.007137,-0.006118,35.472589,0.242188,1.000000,0.000000,0.000039,2.605562,2.607938,2.603187,0.500000,4.476647,0.037379,0.328342,1.225435,0.085463,2.186309,1.111040,9.493971,0.000052,,
46,2637.380496,0.007702,-0.013602,35.472589,0.265625,1.000000,0.000000,0.000037,2.658576,2.662566,2.654586,0.500000,4.528700,0.036789,0.345318,1.218564,0.063177,2.192545,1.129330,9.544319,0.000053,,
47,2709.363275,0.005739,-0.012654,35.472589,0.210938,1.000000,0.000000,0.000065,2.737915,2.862721,2.613108,0.500000,4.748447,0.033905,0.355884,1.220395,0.058347,2.187024,1.156132,9.786986,0.000076,,
48,2581.959874,0.005752,-0.009292,35.472589,0.187500,1.000000,0.000000,0.000041,2.634987,2.678904,2.591070,0.500000,4.523432,0.032952,0.337474,1.223943,0.055772,2.184827,1.133370,9.518738,0.000053,,
49,2648.167609,0.007964,-0.009806,35.472589,0.328125,1.000000,0.000000,0.000062,2.675376,2.687843,2.662909,0.500000,4.580827,0.033305,0.345981,1.225622,0.057892,2.185625,1.128847,9.586818,0.000053,,
50,2587.011118,0.006809,-0.012145,35.472589,0.265625,1.000000,0.000000,0.000072,2.642223,2.656452,2.627994,0.500000,4.534233,0.032263,0.336256,1.223658,0.056676,2.186692,1.122948,9.520446,0.000052,,
51,2721.513706,0.006040,-0.006377,35.472589,0.203125,1.000000,0.000000,0.000048,2.729482,2.742068,2.716896,0.500000,4.610776,0.033287,0.352644,1.240238,0.057149,2.190177,1.138494,9.649961,0.000053,,
52,2583.403395,0.006632,-0.011954,35.472589,0.343750,1.000000,0.000000,0.000038,2.647034,2.667623,2.626446,0.500000,4.564839,0.032195,0.334358,1.236239,0.056161,2.184323,1.110318,9.544967,0.000061,,
53,2695.902038,0.006444,-0.012382,35.472589,0.273438,1.000000,0.000000,0.000042,2.711787,2.720628,2.702946,0.500000,4.587489,0.033014,0.365882,1.236467,0.057542,2.185090,1.130159,9.622382,0.000062,,
54,2666.765833,0.006432,-0.008004,35.472589,0.265625,1.000000,0.000000,0.000044,2.707924,2.730950,2.684897,0.500000,4.632896,0.032900,0.349577,1.239655,0.057606,2.184864,1.128797,9.653454,0.000054,,
55,2583.587242,0.007029,-0.008629,35.472589,0.367188,1.000000,0.000000,0.000067,2.654023,2.708720,2.599326,0.500000,4.585230,0.032499,0.334814,1.238990,0.056752,2.189323,1.106632,9.570995,0.000054,,
56,2700.191426,0.006666,-0.008893,35.472589,0.320312,1.000000,0.000000,0.000039,2.713188,2.747572,2.678805,0.500000,4.619174,0.032627,0.349978,1.241357,0.056669,2.189230,1.127996,9.643390,0.000051,,
57,2625.790125,0.007526,-0.009119,35.472589,0.335938,1.000000,0.000000,0.000046,2.690193,2.734632,2.645754,0.500000,4.604677,0.032720,0.344023,1.237696,0.057369,2.184985,1.156000,9.644145,0.000058,,
58,2572.528015,0.007728,-0.009715,35.472589,0.375000,1.000000,0.000000,0.000066,2.635961,2.638576,2.633345,0.500000,4.520059,0.032389,0.327895,1.238530,0.056887,2.183721,1.105681,9.492608,0.000059,,
59,2630.218517,0.006470,-0.010135,35.472589,0.320312,1.000000,0.000000,0.000267,2.685535,2.740065,2.631006,0.500000,4.625694,0.033311,0.358439,1.247239,0.063886,2.185829,1.121095,9.665357,0.000071,,
60,2621.512181,0.006186,-0.012038,35.472589,0.281250,1.000000,0.000000,0.000066,2.666202,2.687147,2.645257,0.500000,4.559684,0.032687,0.342919,1.242094,0.059087,2.184094,1.135456,9.583019,0.000058,20.479046,
61,2771.367660,0.009164,-0.016623,35.472589,0.429688,1.000000,0.000000,0.000050,2.709791,2.725213,2.694369,0.500000,4.071941,0.033411,0.352083,1.242975,0.062002,2.188925,1.126495,9.105612,0.000060,,
62,2546.792296,0.007020,-0.016646,35.472589,0.312500,1.000000,0.000000,0.000074,2.624626,2.661253,2.587999,0.500000,4.545770,0.031991,0.329606,1.240410,0.060366,2.186643,1.073192,9.494689,0.000065,,
63,2531.436177,0.006597,-0.010964,35.472589,0.445312,1.000000,0.000000,0.000056,2.625801,2.652483,2.599118,0.500000,4.529508,0.036752,0.332363,1.240828,0.085261,2.185100,1.113156,9.567494,0.000054,,
64,2517.572078,0.018015,-0.014939,35.472589,0.351562,1.000000,0.000000,0.000061,2.611675,2.674320,2.549031,0.500000,4.574600,0.032108,0.325416,1.241468,0.057618,2.183992,1.103591,9.546102,0.000053,,
65,2528.953233,0.026459,-0.004135,35.472589,0.390625,1.000000,0.000000,0.000056,2.611495,2.619552,2.603439,0.500000,4.497146,0.031723,0.326360,1.240291,0.056934,2.186350,1.113619,9.479614,0.000059,,
66,2489.707184,0.024346,-0.003691,35.472589,0.359375,1.000000,0.000000,0.000059,2.591619,2.636873,2.546365,0.500000,4.551066,0.031510,0.322222,1.238759,0.057285,2.186627,1.098572,9.512765,0.000055,,
67,2400.118627,0.011206,-0.008369,35.472589,0.375000,1.000000,0.000000,0.000072,2.465317,2.526186,2.404449,0.500000,4.397258,0.031291,0.311552,1.240672,0.057354,2.182989,1.085530,9.334955,0.000054,,
68,2428.069248,0.007784,-0.008479,35.472589,0.398438,1.000000,0.000000,0.000070,2.546061,2.591252,2.500870,0.500000,4.473331,0.031573,0.315771,1.239371,0.057775,2.182886,1.090975,9.417771,0.000056,,
69,2420.766585,0.014455,-0.009522,35.472589,0.445312,1.000000,0.000000,0.000059,2.545176,2.575397,2.514954,0.500000,4.457981,0.035738,0.314736,1.227546,0.066182,2.188214,1.091394,9.425940,0.000052,,
70,2428.971165,0.009863,-0.008247,35.472589,0.320312,1.000000,0.000000,0.000059,2.514060,2.523572,2.504548,0.500000,4.408239,0.037060,0.315215,1.228931,0.087571,2.187515,1.087463,9.397189,0.000055,,
71,2396.506684,0.007665,-0.006652,35.472589,0.445312,1.000000,0.000000,0.000052,2.497871,2.503095,2.492647,0.500000,4.375915,0.035571,0.310706,1.220575,0.085455,2.181433,1.124560,9.378860,0.000053,,
72,2327.486441,0.011680,-0.012183,35.472589,0.367188,1.000000,0.000000,0.000061,2.496161,2.546883,2.445438,0.500000,4.424366,0.035581,0.320763,1.223844,0.086236,2.180649,1.081946,9.397692,0.000055,,
73,2474.880328,0.016146,-0.011377,35.472589,0.390625,1.000000,0.000000,0.000064,2.585268,2.617001,2.553535,0.500000,4.644652,0.036094,0.323882,1.229624,0.084966,2.183373,1.101569,9.648547,0.000074,,
74,2470.267029,0.013717,-0.007084,35.472589,0.406250,1.000000,0.000000,0.000050,2.562029,2.583863,2.540196,0.500000,4.461155,0.036505,0.318549,1.243383,0.085864,2.185783,1.086821,9.462742,0.000053,,
75,2443.877238,0.007122,-0.009481,35.472589,0.437500,1.000000,0.000000,0.000073,2.457126,2.543760,2.370491,0.500000,4.394769,0.035501,0.313777,1.218851,0.085557,2.184582,1.072636,9.350511,0.000059,,
76,2424.402686,0.013704,-0.016068,35.472589,0.515625,1.000000,0.000000,0.000082,2.519990,2.556558,2.483423,0.500000,4.422346,0.035541,0.314327,1.222288,0.085442,2.181906,1.092942,9.399222,0.000053,,
77,2467.057759,0.022321,-0.009727,35.472589,0.468750,1.000000,0.000000,0.000058,2.556643,2.568193,2.545093,0.500000,4.444761,0.036089,0.318680,1.227320,0.085790,2.183708,1.084659,9.425600,0.000062,,
78,2472.582383,0.019273,-0.002497,35.472589,0.460938,1.000000,0.000000,0.000058,2.571802,2.579306,2.564298,0.500000,4.458536,0.036102,0.318361,1.240696,0.058175,2.186776,1.041208,9.385127,0.000053,,
79,2299.307372,0.011737,-0.012365,35.472589,0.515625,1.000000,0.000000,0.000056,2.330148,2.496691,2.163604,0.500000,4.355457,0.034991,0.302830,1.236653,0.086382,2.147405,1.002001,9.209078,0.000052,,
80,2510.267643,0.007005,-0.009447,35.472589,0.406250,1.000000,0.000000,0.000058,2.577087,2.607073,2.547101,0.500000,4.479682,0.036283,0.320776,1.222349,0.086618,2.151681,1.051085,9.392624,0.000061,19.537502,
81,2601.604859,0.008779,-0.011165,35.472589,0.437500,1.000000,0.000000,0.000046,2.583300,2.649554,2.517046,0.500000,4.004616,0.036270,0.326420,1.235778,0.089525,2.189442,1.093246,9.020586,0.000053,,
82,2464.061179,0.007713,-0.010066,35.472589,0.414062,1.000000,0.000000,0.000072,2.576644,2.611642,2.541646,0.500000,4.490649,0.035846,0.319020,1.225377,0.086092,2.185552,1.094688,9.481705,0.000071,,
83,2530.663075,0.006167,-0.013052,35.472589,0.421875,1.000000,0.000000,0.000129,2.610988,2.648882,2.573095,0.500000,4.528763,0.036298,0.327900,1.241605,0.057296,2.186004,1.103676,9.525764,0.000059,,
84,2470.977900,0.007099,-0.012508,35.472589,0.507812,1.000000,0.000000,0.000061,2.585620,2.610686,2.560553,0.500000,4.489696,0.036238,0.323535,1.240450,0.085651,2.183031,1.095026,9.497454,0.000053,,
85,2493.609322,0.006301,-0.009657,35.472589,0.500000,1.000000,0.000000,0.000055,2.599369,2.619812,2.578926,0.500000,4.529272,0.038434,0.323990,1.243153,0.090296,2.183878,1.090877,9.550814,0.000053,,
86,2543.079178,0.006467,-0.010684,35.472589,0.453125,1.000000,0.000000,0.000062,2.624563,2.648415,2.600710,0.500000,4.534224,0.037134,0.327177,1.241726,0.086415,2.185074,1.107195,9.563407,0.000062,,
87,2524.088857,0.008374,-0.005841,35.472589,0.460938,1.000000,0.000000,0.000057,2.468526,2.658799,2.278254,0.500000,4.535328,0.036577,0.324811,1.240248,0.057230,2.185250,1.091464,9.515315,0.000054,,
88,2557.356122,0.008274,-0.001292,35.472589,0.445312,1.000000,0.000000,0.000057,2.626125,2.637197,2.615053,0.500000,4.518273,0.036828,0.328190,1.240040,0.087740,2.184705,1.103462,9.543450,0.000064,,
89,2533.612620,0.006121,-0.005545,35.472589,0.421875,1.000000,0.000000,0.000062,2.620385,2.644370,2.596400,0.500000,4.528032,0.036632,0.334502,1.244562,0.085584,2.183311,1.095212,9.552171,0.000053,,
90,2495.241208,0.006643,-0.011525,35.472589,0.484375,1.000000,0.000000,0.000056,2.613935,2.636089,2.591782,0.500000,4.596582,0.036233,0.325527,1.241161,0.086232,2.182644,1.098281,9.610494,0.000054,,
91,2557.370695,0.006769,-0.009641,35.472589,0.500000,1.000000,0.000000,0.000075,2.640342,2.680035,2.600649,0.500000,4.567723,0.036482,0.330007,1.239722,0.085603,2.185377,1.102196,9.590514,0.000062,,
92,2507.173175,0.006765,-0.010394,35.472589,0.468750,1.000000,0.000000,0.000068,2.600355,2.609743,2.590967,0.500000,4.492627,0.036729,0.324139,1.236739,0.085630,2.185484,1.095359,9.500540,0.000061,,
93,2486.910222,0.007406,-0.002767,35.472589,0.531250,1.000000,0.000000,0.000051,2.583757,2.591668,2.575845,0.500000,4.483820,0.036309,0.320389,1.239020,0.056652,2.182016,1.096169,9.458926,0.000054,,
94,2491.841157,0.006958,-0.007914,35.472589,0.500000,1.000000,0.000000,0.000055,2.536521,2.555654,2.517388,0.500000,4.445825,0.031342,0.320243,1.243800,0.085615,2.183624,1.093690,9.431179,0.000059,,
95,2471.846889,0.006400,-0.006084,35.472589,0.507812,1.000000,0.000000,0.000057,2.564464,2.568510,2.560418,0.500000,4.457017,0.035862,0.318557,1.238935,0.084554,2.184089,1.083513,9.447187,0.000053,,
96,2494.654923,0.005956,-0.002859,35.472589,0.515625,1.000000,0.000000,0.000058,2.605779,2.668579,2.542978,0.500000,4.540450,0.036079,0.323749,1.240632,0.085044,2.186498,1.097838,9.554628,0.000052,,
97,2482.053960,0.005490,-0.005757,35.472589,0.476562,1.000000,0.000000,0.000053,2.574651,2.615177,2.534125,0.500000,4.502365,0.036098,0.321044,1.243947,0.084746,2.186938,1.088413,9.508254,0.000055,,
98,2444.124885,0.009861,-0.002152,35.472589,0.578125,1.000000,0.000000,0.000057,2.531078,2.567133,2.495024,0.500000,4.447130,0.035484,0.315595,1.240813,0.085374,2.184817,1.085051,9.437734,0.000054,,
99,2437.432811,0.008671,-0.005343,35.472589,0.531250,1.000000,0.000000,0.000112,2.547684,2.553395,2.541974,0.500000,4.435125,0.030912,0.314574,1.241872,0.057394,2.184414,1.084522,9.376053,0.000062,,
100,2441.382921,0.007122,0.002524,35.472589,0.476562,1.000000,0.000000,0.000069,2.548027,2.620169,2.475885,0.500000,4.495902,0.035878,0.316406,1.241461,0.057500,2.186820,1.081450,9.459802,0.000058,19.729022,
101,2602.334807,0.008088,-0.002883,35.472589,0.437500,1.000000,0.000000,0.000051,2.483601,2.569415,2.397787,0.500000,3.925357,0.036442,0.323343,1.242288,0.088871,2.185890,1.084954,8.933132,0.000054,,
102,2507.397253,0.006683,-0.008825,35.472589,0.492188,1.000000,0.000000,0.000045,2.606687,2.652369,2.561005,0.500000,4.539473,0.036501,0.325694,1.241496,0.085811,2.183056,1.102889,9.559514,0.000053,,
103,2379.181361,0.008270,0.000724,35.472589,0.562500,1.000000,0.000000,0.000041,2.500025,2.549743,2.450306,0.500000,4.453690,0.035528,0.310628,1.243611,0.085408,2.184161,1.065549,9.422989,0.000059,,
104,2367.254432,0.007670,-0.006602,35.472589,0.539062,1.000000,0.000000,0.000041,2.520231,2.533537,2.506924,0.500000,4.415570,0.035617,0.312241,1.239183,0.085235,2.184133,1.070229,9.388936,0.000073,,
105,2308.612018,0.006417,-0.005479,35.472589,0.531250,1.000000,0.000000,0.000042,2.464612,2.475377,2.453846,0.500000,4.353210,0.035047,0.303943,1.241287,0.084879,2.179599,1.089986,9.333097,0.000054,,
106,2412.908373,0.008577,-0.011390,35.472589,0.476562,1.000000,0.000000,0.000041,2.524047,2.545319,2.502775,0.500000,4.418633,0.035363,0.322411,1.238413,0.083869,2.181661,1.083886,9.408563,0.000061,,
107,2353.230792,0.010216,-0.004125,35.472589,0.507812,1.000000,0.000000,0.000070,2.503170,2.525192,2.481149,0.500000,4.535110,0.035726,0.309458,1.244428,0.093158,2.181995,1.065390,9.510117,0.000053,,
108,2280.731213,0.006647,-0.004346,35.472589,0.539062,1.000000,0.000000,0.000067,2.460773,2.461267,2.460278,0.500000,4.337604,0.036236,0.300556,1.243215,0.059268,2.181468,1.059939,9.263915,0.000052,,
109,2378.358029,0.013336,-0.002328,35.472589,0.507812,1.000000,0.000000,0.000047,2.491523,2.513352,2.469694,0.500000,4.387018,0.030866,0.308383,1.243597,0.057078,2.179889,1.065680,9.299903,0.000058,,
110,2310.553997,0.015434,0.001886,35.472589,0.476562,1.000000,0.000000,0.000050,2.359318,2.514727,2.203909,0.500000,4.374434,0.030528,0.303383,1.239883,0.085069,2.175240,1.058200,9.294091,0.000059,,
111,2277.149592,0.012182,0.000808,35.472589,0.531250,1.000000,0.000000,0.000037,2.440217,2.474310,2.406124,0.500000,4.350447,0.034685,0.301886,1.241685,0.087113,2.177436,1.056558,9.294515,0.000078,,
112,2279.999063,0.007908,0.002592,35.472589,0.531250,1.000000,0.000000,0.000041,2.460504,2.484990,2.436018,0.500000,4.356833,0.034626,0.301391,1.240467,0.085238,2.178375,1.061522,9.303293,0.000068,,
113,2393.205721,0.008505,-0.005123,35.472589,0.414062,1.000000,0.000000,0.000061,2.528226,2.563454,2.492999,0.500000,4.436789,0.035277,0.312513,1.238337,0.084732,2.182330,1.088564,9.422926,0.000052,,
114,2362.263812,0.007007,-0.011043,35.472589,0.421875,1.000000,0.000000,0.000042,2.495086,2.574857,2.415315,0.500000,4.446320,0.035081,0.312030,1.240920,0.084529,2.181767,1.083552,9.428879,0.000061,,
115,2356.529238,0.008956,-0.009993,35.472589,0.492188,1.000000,0.000000,0.000068,2.497760,2.503726,2.491793,0.500000,4.382790,0.030287,0.307657,1.239745,0.056879,2.179039,1.085630,9.308393,0.000059,,
116,2331.371082,0.010464,-0.009338,35.472589,0.500000,1.000000,0.000000,0.000063,2.493177,2.536311,2.450042,0.500000,4.416630,0.029827,0.306877,1.235101,0.056529,2.182447,1.080341,9.334207,0.000061,20.481753,3.121443
